,Appt. Date,Acct,Vehicle Code,Trip#,PickUp Time,PickUp Address,Arrival Time,D/Off Address,Rider Fare,PickUp Lat,PickUp Lng,PickUp Zipcode,D/Off Lat,D/Off Lng,D/Off Zipcode,D/Off Type,Time Slots,Weekday
5833,10/10/2019,ADA,9-966,2993,495,214 S Sage St,525,918 Jasper St,$3.00 ,42.2900904,-85.6444103,49006,42.2821178,-85.5800144,49001,premise,Slot 24 : 8:00 - 8:59,Thursday
5208,9/10/2019,SPC,9-949,2994,495,4079 N 8th St,525,1240 Oakland Dr,$4.00 ,42.32587,-85.6883721,49009,42.2808549,-85.6031249,49008,street_address,Slot 24 : 8:00 - 8:59,Tuesday
2419,4/10/2019,ADA,9-972,2995,495,4222 S Westnedge Ave,525,1004 Portage St,$3.00 ,42.2490313,-85.5901938,49008,42.2820178,-85.5729486,49001,premise,Slot 24 : 8:00 - 8:59,Wednesday
11714,10/22/2019,ADA,9-961,2996,495,2123 Chaparral St.,555,2538 S 26th,$3.00 ,42.3123309,-85.6419352,49006,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Tuesday
8239,10/16/2019,ADA,9-953,2997,495,2123 Chaparral St.,555,2538 S 26th,$3.00 ,42.3123309,-85.6419352,49006,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Wednesday
15450,10/30/2019,SPC,9-974,2998,495,4079 N 8th St,525,1240 Oakland Dr,$4.00 ,42.32587,-85.6883721,49009,42.2808549,-85.6031249,49008,street_address,Slot 24 : 8:00 - 8:59,Wednesday
8411,10/16/2019,SPC,9-964,2999,495,1101 N Edwards St,525,543 Mall Dr,$4.00 ,42.301912,-85.5817509,49007,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Wednesday
3515,7/10/2019,ADA,9-966,3000,495,1523 N. Burdick St.,540,543 Mall Dr,$3.00 ,42.306943,-85.5839528,49007,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Wednesday
13385,10/25/2019,SPC,9-951,3001,495,4079 N 8th St,525,1240 Oakland Dr,$4.00 ,42.32587,-85.6883721,49009,42.2808549,-85.6031249,49008,street_address,Slot 24 : 8:00 - 8:59,Friday
5987,11/10/2019,SPC,9-948,3002,495,115 N 3rd St,540,108 W Lovell St,$4.00 ,42.1221423,-85.5437178,49097,42.2888714,-85.5832356,49007,street_address,Slot 24 : 8:00 - 8:59,Sunday
806,2/10/2019,SPC,*9-74,3003,495,128 Cherry Hill St,540,543 Mall Dr,$4.00 ,42.2929459,-85.6281616,49006,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Sunday
14942,10/29/2019,SPC,9-948,3004,495,115 N. 3rd St,540,2538 S 26th,$4.00 ,42.1221423,-85.5437178,49097,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Tuesday
943,2/10/2019,SPC,9-965,3005,495,6977 W R Ave,525,543 Mall Dr,$4.00 ,42.1861441,-85.6860822,49087,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Sunday
2088,3/10/2019,SPC,9-948,3006,495,115 N 3rd St,540,2538 S 26th,$4.00 ,42.1221423,-85.5437178,49097,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Sunday
5415,10/10/2019,SPC,9-965,3007,495,10713 S 12th St,525,2538 S 26th,$4.00 ,42.161487,-85.6474611,49087,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Thursday
9032,10/17/2019,SPC,9-952,3008,495,6977 W R Ave,525,543 Mall Dr,$4.00 ,42.1861441,-85.6860822,49087,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Thursday
2102,3/10/2019,SPC,9-965,3009,495,6977 W R Ave,525,543 Mall Dr,$4.00 ,42.1861441,-85.6860822,49087,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Sunday
9010,10/17/2019,ADA,*9-77,3010,495,1327 Royce Ave,525,2538 S 26th,$3.00 ,42.2555891,-85.5635254,49001,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Thursday
5957,11/10/2019,ADA,9-950,3011,495,6016 Salem Ln,555,2538 S 26th,$3.00 ,42.2296423,-85.585609,49002,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Sunday
11669,10/22/2019,SPC,9-948,3012,495,115 N 3rd St,540,2538 S 26th,$4.00 ,42.1221423,-85.5437178,49097,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Tuesday
11994,10/23/2019,SPC,9-947,3013,495,7129 Marsh Ridge Trl,525,108 W Lovell St,$4.00 ,42.3638855,-85.3092999,49012,42.2888714,-85.5832356,49007,street_address,Slot 24 : 8:00 - 8:59,Wednesday
8390,10/16/2019,SPC,9-947,3014,495,7129 Marsh Ridge Trl,525,108 W Lovell St,$4.00 ,42.3638855,-85.3092999,49012,42.2888714,-85.5832356,49007,street_address,Slot 24 : 8:00 - 8:59,Wednesday
3470,7/10/2019,SPC,9-966,3015,495,1101 N Edwards St,525,543 Mall Dr,$4.00 ,42.301912,-85.5817509,49007,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Wednesday
2142,4/10/2019,ADA,9-961,3016,495,2123 Chaparral St.,555,2538 S 26th,$3.00 ,42.3123309,-85.6419352,49006,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Wednesday
8337,10/16/2019,ADA,*9-77,3017,495,1327 Royce Ave,525,2538 S 26th,$3.00 ,42.2555891,-85.5635254,49001,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Wednesday
14925,10/29/2019,SPC,*9-80,3018,495,2702 Hill an Brook Dr,555,2538 S 26th,$4.00 ,42.2435891,-85.6215117,49024,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Tuesday
3525,7/10/2019,ADA,*9-77,3019,495,1327 Royce Ave,505,108 W Lovell St,$3.00 ,42.2555891,-85.5635254,49001,42.2888714,-85.5832356,49007,street_address,Slot 24 : 8:00 - 8:59,Wednesday
8944,10/17/2019,SPC,9-946,3020,495,115 N 3rd St,540,2538 S 26th,$4.00 ,42.1221423,-85.5437178,49097,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Thursday
1420,3/10/2019,SPC,9-963,3021,495,3285 N 26th St,525,2255 W Centre Ave,$4.00 ,42.3181259,-85.5125798,49048,42.3904795,-85.6185862,49009,street_address,Slot 24 : 8:00 - 8:59,Sunday
14795,10/29/2019,SPC,*9-82,3022,495,1519 N Burdick St,525,1701 S. 11th St,$4.00 ,42.3063112,-85.583855,49007,42.2731655,-85.6572076,49009,premise,Slot 24 : 8:00 - 8:59,Tuesday
5393,10/10/2019,ADA,*9-77,3023,495,1327 Royce Ave,525,2538 S 26th,$3.00 ,42.2555891,-85.5635254,49001,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Thursday
1408,3/10/2019,SPC,9-958,3024,495,331 Espanola Ave,525,2500 N Westnedge Ave,$4.00 ,42.3221566,-85.5649489,49004,42.3166742,-85.5896075,49004,premise,Slot 24 : 8:00 - 8:59,Sunday
5834,10/10/2019,ADA,*9-82,3025,495,2123 Chaparral St.,555,2538 S 26th,$3.00 ,42.3123309,-85.6419352,49006,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Thursday
5933,10/10/2019,SPC,9-948,3026,495,115 N 3rd St,540,2538 S 26th,$4.00 ,42.1221423,-85.5437178,49097,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Thursday
13719,10/25/2019,SPC,9-964,3027,495,1101 N Edwards St,525,543 Mall Dr,$4.00 ,42.301912,-85.5817509,49007,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Friday
2170,4/10/2019,SPC,9-964,3028,495,1101 N Edwards St,525,543 Mall Dr,$4.00 ,42.301912,-85.5817509,49007,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Wednesday
8230,10/16/2019,ADA,*9-77,3029,495,1327 Royce Ave,505,108 W Lovell St,$3.00 ,42.2555891,-85.5635254,49001,42.2888714,-85.5832356,49007,street_address,Slot 24 : 8:00 - 8:59,Wednesday
15406,10/29/2019,ADA,9-957,3030,495,6025 Bluebird Ct,525,3311 Greenleaf Blvd,$3.00 ,42.2296796,-85.6157151,49024,42.2591322,-85.6292155,49008,street_address,Slot 24 : 8:00 - 8:59,Tuesday
13358,10/25/2019,SPC,9-948,3031,495,115 N 3rd St,540,108 W Lovell St,$4.00 ,42.1221423,-85.5437178,49097,42.2888714,-85.5832356,49007,street_address,Slot 24 : 8:00 - 8:59,Friday
11739,10/22/2019,ADA,*9-77,3032,495,1327 Royce Ave,525,2538 S 26th,$3.00 ,42.2555891,-85.5635254,49001,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Tuesday
8061,10/15/2019,SPC,9-961,3033,495,5638 Goldenrod St,525,543 Mall Dr,$4.00 ,42.2352446,-85.6707898,49009,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Tuesday
13300,10/25/2019,SPC,9-973,3034,495,3510 Tamsin Ave,525,151 S Rose St,$4.00 ,42.2613432,-85.6327877,49008,42.2909839,-85.5842828,49007,premise,Slot 24 : 8:00 - 8:59,Friday
11741,10/22/2019,SPC,9-956,3035,495,5638 Goldenrod St,525,543 Mall Dr,$4.00 ,42.2352446,-85.6707898,49009,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Tuesday
245,1/10/2019,SPC,9-946,3036,495,1101 N Edwards St,525,108 W Lovell St,$4.00 ,42.301912,-85.5817509,49007,42.2888714,-85.5832356,49007,street_address,Slot 24 : 8:00 - 8:59,Thursday
848,2/10/2019,SPC,9-974,3037,495,4079 N 8th St,525,1240 Oakland Dr,$4.00 ,42.32587,-85.6883721,49009,42.2808549,-85.6031249,49008,street_address,Slot 24 : 8:00 - 8:59,Sunday
6156,11/10/2019,SPC,9-947,3038,495,7129 Marsh Ridge Trl,525,2538 S 26th,$4.00 ,42.3638855,-85.3092999,49012,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Sunday
8421,10/16/2019,ADA,9-975,3039,495,735 Academy St.,540,110 W Cork St,$3.00 ,42.2903184,-85.5939672,49007,42.2600107,-85.581349,49001,premise,Slot 24 : 8:00 - 8:59,Wednesday
3587,7/10/2019,SPC,9-974,3040,495,4079 N 8th St,525,1240 Oakland Dr,$4.00 ,42.32587,-85.6883721,49009,42.2808549,-85.6031249,49008,street_address,Slot 24 : 8:00 - 8:59,Wednesday
2215,4/10/2019,SPC,9-975,3041,495,818 Mills St,525,601 John St,$4.00 ,42.2833776,-85.5668585,49001,42.2869198,-85.5810074,49007,premise,Slot 24 : 8:00 - 8:59,Wednesday
8037,10/15/2019,ADA,*9-82,3042,495,5665 S Mandrake St,525,1240 Oakland Dr,$3.00 ,42.2349358,-85.6709079,49009,42.2808549,-85.6031249,49008,street_address,Slot 24 : 8:00 - 8:59,Tuesday
6176,11/10/2019,SPC,9-946,3043,495,1101 N Edwards St,525,543 Mall Dr,$4.00 ,42.301912,-85.5817509,49007,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Sunday
9323,10/17/2019,ADA,*9-76,3044,495,6016 Salem Ln,555,2538 S 26th,$3.00 ,42.2296423,-85.585609,49002,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Thursday
3591,7/10/2019,ADA,*9-77,3045,495,1327 Royce Ave,525,2538 S 26th,$3.00 ,42.2555891,-85.5635254,49001,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Wednesday
4983,9/10/2019,ADA,9-952,3046,495,6016 Salem Ln,555,2538 S 26th,$3.00 ,42.2296423,-85.585609,49002,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Tuesday
8018,10/15/2019,SPC,9-948,3047,495,115 N 3rd St,540,2538 S 26th,$4.00 ,42.1221423,-85.5437178,49097,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Tuesday
15352,10/29/2019,SPC,9-947,3048,495,7129 Marsh Ridge Trl,525,2538 S 26th,$4.00 ,42.3638855,-85.3092999,49012,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Tuesday
1388,2/10/2019,SPC,9-962,3049,495,3353 Lincolnshire Blvd.,525,6565 W Main St,$4.00 ,42.2581612,-85.5550967,49001,42.294401,-85.6782623,49009,premise,Slot 24 : 8:00 - 8:59,Sunday
5061,9/10/2019,ADA,*9-78,3050,495,611 Regency Sq,525,2747 11th St S,$3.00 ,42.2591327,-85.5915162,49008,42.2642013,-85.6539233,49009,premise,Slot 24 : 8:00 - 8:59,Tuesday
15631,10/30/2019,SPC,*9-74,3051,495,128 Cherry Hill St,540,543 Mall Dr,$4.00 ,42.2929459,-85.6281616,49006,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Wednesday
3530,7/10/2019,ADA,9-961,3052,495,2123 Chaparral St.,555,2538 S 26th,$3.00 ,42.3123309,-85.6419352,49006,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Wednesday
14949,10/29/2019,ADA,*9-77,3053,495,1327 Royce Ave,525,2538 S 26th,$3.00 ,42.2555891,-85.5635254,49001,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Tuesday
13845,10/25/2019,SPC,9-949,3054,495,10713 S 12th St,525,2538 S 26th,$4.00 ,42.161487,-85.6474611,49087,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Friday
15458,10/30/2019,ADA,*9-77,3055,495,1327 Royce Ave,505,108 W Lovell St,$3.00 ,42.2555891,-85.5635254,49001,42.2888714,-85.5832356,49007,street_address,Slot 24 : 8:00 - 8:59,Wednesday
13852,10/25/2019,SPC,9-947,3056,495,7129 Marsh Ridge Trl,525,2538 S 26th,$4.00 ,42.3638855,-85.3092999,49012,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Friday
274,1/10/2019,ADA,*9-77,3057,495,1327 Royce Ave,525,2538 S 26th,$3.00 ,42.2555891,-85.5635254,49001,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Thursday
476,1/10/2019,SPC,9-965,3058,495,6977 W R Ave,525,543 Mall Dr,$4.00 ,42.1861441,-85.6860822,49087,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Thursday
5079,9/10/2019,SPC,*9-74,3059,495,128 Cherry Hill St,540,543 Mall Dr,$4.00 ,42.2929459,-85.6281616,49006,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Tuesday
15939,10/30/2019,ADA,9-975,3060,495,735 Academy St.,540,110 W Cork St,$3.00 ,42.2903184,-85.5939672,49007,42.2600107,-85.581349,49001,premise,Slot 24 : 8:00 - 8:59,Wednesday
13706,10/25/2019,ADA,9-956,3061,495,2123 Chaparral St.,555,2538 S 26th,$3.00 ,42.3123309,-85.6419352,49006,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Friday
5426,10/10/2019,ADA,*9-76,3062,495,6016 Salem Ln,555,2538 S 26th,$3.00 ,42.2296423,-85.585609,49002,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Thursday
8170,10/16/2019,SPC,9-965,3063,495,5638 Goldenrod St,525,543 Mall Dr,$4.00 ,42.2352446,-85.6707898,49009,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Wednesday
15935,10/30/2019,SPC,*9-80,3064,495,2702 Hill an Brook Dr,555,2538 S 26th,$4.00 ,42.2435891,-85.6215117,49024,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Wednesday
786,2/10/2019,SPC,9-955,3065,495,1101 N Edwards St,525,543 Mall Dr,$4.00 ,42.301912,-85.5817509,49007,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Sunday
16663,10/31/2019,ADA,9-976,3066,495,214 S Sage St,525,918 Jasper St,$3.00 ,42.2900904,-85.6444103,49006,42.2821178,-85.5800144,49001,premise,Slot 24 : 8:00 - 8:59,Thursday
11966,10/23/2019,SPC,*9-74,3067,495,128 Cherry Hill St,540,543 Mall Dr,$4.00 ,42.2929459,-85.6281616,49006,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Wednesday
14767,10/29/2019,SPC,9-949,3068,495,10713 S 12th St,525,2538 S 26th,$4.00 ,42.161487,-85.6474611,49087,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Tuesday
16225,10/31/2019,SPC,9-949,3069,495,6977 W R Ave,525,543 Mall Dr,$4.00 ,42.1861441,-85.6860822,49087,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Thursday
15489,10/30/2019,ADA,9-960,3070,495,2123 Chaparral St.,555,2538 S 26th,$3.00 ,42.3123309,-85.6419352,49006,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Wednesday
2707,4/10/2019,SPC,9-957,3071,495,4079 N 8th St,525,1240 Oakland Dr,$4.00 ,42.32587,-85.6883721,49009,42.2808549,-85.6031249,49008,street_address,Slot 24 : 8:00 - 8:59,Wednesday
1060,2/10/2019,ADA,*9-77,3072,495,1327 Royce Ave,505,108 W Lovell St,$3.00 ,42.2555891,-85.5635254,49001,42.2888714,-85.5832356,49007,street_address,Slot 24 : 8:00 - 8:59,Sunday
14342,10/28/2019,ADA,9-963,3073,495,3517 Parkside Dr,525,543 Mall Dr,$3.00 ,42.311117,-85.5374047,49048,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Monday
6814,10/14/2019,ADA,9-964,3074,495,1523 N. Burdick St.,540,543 Mall Dr,$3.00 ,42.306943,-85.5839528,49007,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Monday
9987,10/18/2019,ADA,*9-76,3075,495,6016 Salem Ln,555,2538 S 26th,$3.00 ,42.2296423,-85.585609,49002,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Friday
10774,10/21/2019,ADA,9-942,3076,495,7707 Autumn St,525,1120 S Burdick,$3.00 ,42.2052119,-85.5373026,49002,42.2806861,-85.5832781,49001,premise,Slot 24 : 8:00 - 8:59,Monday
6915,10/14/2019,ADA,9-951,3077,495,1327 Royce Ave,505,108 W Lovell St,$3.00 ,42.2555891,-85.5635254,49001,42.2888714,-85.5832356,49007,street_address,Slot 24 : 8:00 - 8:59,Monday
4421,8/10/2019,ADA,*9-77,3078,495,1327 Royce Ave,525,2538 S 26th,$3.00 ,42.2555891,-85.5635254,49001,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Saturday
7549,10/15/2019,SPC,9-964,3079,495,1101 N Edwards St,525,108 W Lovell St,$4.00 ,42.301912,-85.5817509,49007,42.2888714,-85.5832356,49007,street_address,Slot 24 : 8:00 - 8:59,Tuesday
10546,10/21/2019,ADA,9-963,3080,495,1523 N. Burdick St.,540,543 Mall Dr,$3.00 ,42.306943,-85.5839528,49007,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Monday
16412,10/31/2019,SPC,9-949,3081,495,10713 S 12th St,525,2538 S 26th,$4.00 ,42.161487,-85.6474611,49087,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Thursday
15787,10/30/2019,SPC,9-949,3082,495,10713 S 12th St,525,2538 S 26th,$4.00 ,42.161487,-85.6474611,49087,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Wednesday
4099,8/10/2019,ADA,*9-79,3083,495,6016 Salem Ln,555,2538 S 26th,$3.00 ,42.2296423,-85.585609,49002,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Saturday
12543,10/24/2019,ADA,*9-82,3084,495,6016 Salem Ln,555,2538 S 26th,$3.00 ,42.2296423,-85.585609,49002,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Thursday
14474,10/28/2019,ADA,*9-82,3085,495,6016 Salem Ln,555,2538 S 26th,$3.00 ,42.2296423,-85.585609,49002,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Monday
4301,8/10/2019,SPC,*9-82,3086,495,3510 Tamsin Ave,525,151 S Rose St,$4.00 ,42.2613432,-85.6327877,49008,42.2909839,-85.5842828,49007,premise,Slot 24 : 8:00 - 8:59,Saturday
6605,12/10/2019,SPC,9-958,3087,495,770 Barrington Woods Dr,525,121 S. Main St.,$4.00 ,42.2079663,-85.5807642,49024,42.1190871,-85.5320331,49097,premise,Slot 24 : 8:00 - 8:59,Tuesday
13026,10/24/2019,ADA,*9-80,3088,495,214 S Sage St,525,918 Jasper St,$3.00 ,42.2900904,-85.6444103,49006,42.2821178,-85.5800144,49001,premise,Slot 24 : 8:00 - 8:59,Thursday
15781,10/30/2019,ADA,*9-76,3089,495,6016 Salem Ln,555,2538 S 26th,$3.00 ,42.2296423,-85.585609,49002,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Wednesday
128,1/10/2019,SPC,*9-82,3090,495,3510 Tamsin Ave,525,151 S Rose St,$4.00 ,42.2613432,-85.6327877,49008,42.2909839,-85.5842828,49007,premise,Slot 24 : 8:00 - 8:59,Thursday
6580,11/10/2019,SPC,9-965,3091,495,7869 Clydesdale Ave,525,5177 W Main St,$4.00 ,42.2030484,-85.6790623,49009,42.2906376,-85.6517559,49009,premise,Slot 24 : 8:00 - 8:59,Sunday
12455,10/23/2019,ADA,9-953,3092,495,2123 Chaparral St.,555,2538 S 26th,$3.00 ,42.3123309,-85.6419352,49006,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Wednesday
10924,10/21/2019,SPC,9-967,3093,495,218 Garfield Ave,525,517 E Crosstown Pky,$4.00 ,42.2557053,-85.5850976,49001,42.2842051,-85.5771051,49001,premise,Slot 24 : 8:00 - 8:59,Monday
7234,10/14/2019,SPC,*9-74,3094,495,128 Cherry Hill St,540,543 Mall Dr,$4.00 ,42.2929459,-85.6281616,49006,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Monday
6935,10/14/2019,ADA,9-961,3095,495,2123 Chaparral St.,555,2538 S 26th,$3.00 ,42.3123309,-85.6419352,49006,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Monday
6552,11/10/2019,SPC,*9-74,3096,495,128 Cherry Hill St,540,543 Mall Dr,$4.00 ,42.2929459,-85.6281616,49006,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Sunday
9907,10/18/2019,SPC,9-964,3097,495,1101 N Edwards St,525,543 Mall Dr,$4.00 ,42.301912,-85.5817509,49007,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Friday
11120,10/22/2019,SPC,9-956,3098,495,6977 W R Ave,525,543 Mall Dr,$4.00 ,42.1861441,-85.6860822,49087,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Tuesday
6756,10/13/2019,ADA,9-951,3099,495,1204 Banbury Rd,525,2015 W Crosstown Pkwy,$3.00 ,42.2513353,-85.5636076,49001,42.2709567,-85.5921189,49008,premise,Slot 24 : 8:00 - 8:59,Sunday
14235,10/28/2019,SPC,9-947,3100,495,7129 Marsh Ridge Trl,525,108 W Lovell St,$4.00 ,42.3638855,-85.3092999,49012,42.2888714,-85.5832356,49007,street_address,Slot 24 : 8:00 - 8:59,Monday
15792,10/30/2019,SPC,9-949,3101,495,5638 Goldenrod St,525,543 Mall Dr,$4.00 ,42.2352446,-85.6707898,49009,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Wednesday
3773,8/10/2019,SPC,*9-80,3102,495,2702 Hill an Brook Dr,555,2538 S 26th,$4.00 ,42.2435891,-85.6215117,49024,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Saturday
16476,10/31/2019,ADA,*9-77,3103,495,6016 Salem Ln,555,2538 S 26th,$3.00 ,42.2296423,-85.585609,49002,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Thursday
2745,4/10/2019,SPC,9-946,3104,495,7129 Marsh Ridge Trl,525,2538 S 26th,$4.00 ,42.3638855,-85.3092999,49012,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Wednesday
14331,10/28/2019,SPC,9-964,3105,495,1101 N Edwards St,525,543 Mall Dr,$4.00 ,42.301912,-85.5817509,49007,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Monday
7467,10/15/2019,SPC,9-948,3106,495,115 N. 3rd St,540,2538 S 26th,$4.00 ,42.1221423,-85.5437178,49097,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Tuesday
6945,10/14/2019,ADA,*9-77,3107,495,6016 Salem Ln,555,2538 S 26th,$3.00 ,42.2296423,-85.585609,49002,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Monday
14410,10/28/2019,ADA,9-957,3108,495,1327 Royce Ave,525,2538 S 26th,$3.00 ,42.2555891,-85.5635254,49001,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Monday
10987,10/21/2019,SPC,*9-74,3109,495,128 Cherry Hill St,540,543 Mall Dr,$4.00 ,42.2929459,-85.6281616,49006,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Monday
12508,10/23/2019,SPC,*9-80,3110,495,2702 Hill an Brook Dr,555,2538 S 26th,$4.00 ,42.2435891,-85.6215117,49024,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Wednesday
1719,3/10/2019,ADA,9-955,3111,495,2123 Chaparral St.,555,2538 S 26th,$3.00 ,42.3123309,-85.6419352,49006,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Sunday
7447,10/15/2019,ADA,*9-81,3112,495,6016 Salem Ln,555,2538 S 26th,$3.00 ,42.2296423,-85.585609,49002,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Tuesday
6735,10/13/2019,SPC,9-957,3113,495,1809 Humphrey St,525,7021 S Westnedge Ave,$4.00 ,42.3035045,-85.5573099,49048,42.2148499,-85.5859971,49002,subpremise,Slot 24 : 8:00 - 8:59,Sunday
12818,10/24/2019,SPC,9-963,3114,495,3285 N 26th St,525,2255 W Centre Ave,$4.00 ,42.3181259,-85.5125798,49048,42.3904795,-85.6185862,49009,street_address,Slot 24 : 8:00 - 8:59,Thursday
10174,10/18/2019,ADA,*9-79,3115,495,5625 Vintage Ln,525,615 E Crosstown Pkwy,$3.00 ,42.2990699,-85.6596947,49009,42.28462,-85.5761579,49007,premise,Slot 24 : 8:00 - 8:59,Friday
14325,10/28/2019,ADA,9-975,3116,495,735 Academy St.,540,110 W Cork St,$3.00 ,42.2903184,-85.5939672,49007,42.2600107,-85.581349,49001,premise,Slot 24 : 8:00 - 8:59,Monday
10944,10/21/2019,SPC,9-974,3117,495,4079 N 8th St,525,1240 Oakland Dr,$4.00 ,42.32587,-85.6883721,49009,42.2808549,-85.6031249,49008,street_address,Slot 24 : 8:00 - 8:59,Monday
14423,10/28/2019,SPC,*9-74,3118,495,128 Cherry Hill St,540,543 Mall Dr,$4.00 ,42.2929459,-85.6281616,49006,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Monday
