,Appt. Date,Acct,Vehicle Code,Trip#,PickUp Time,PickUp Address,Arrival Time,D/Off Address,Rider Fare,PickUp Lat,PickUp Lng,PickUp Zipcode,D/Off Lat,D/Off Lng,D/Off Zipcode,D/Off Type,Time Slots,Weekday
16754,10/31/2019,SPC,9-970,3119,495,3127 Grace Rd,525,5500 Armstrong Rd,$4.00 ,42.2989915,-85.6284504,49006,42.3416573,-85.2935956,49037,premise,Slot 24 : 8:00 - 8:59,Thursday
10089,10/18/2019,SPC,9-975,3120,495,9614 Woodlawn Dr,525,1240 Oakland Dr,$4.00 ,42.1765034,-85.55733,49002,42.2808549,-85.6031249,49008,street_address,Slot 24 : 8:00 - 8:59,Friday
2792,5/10/2019,SPC,9-942,3121,495,2880 S 9th St,525,501 N 9th St,$4.00 ,42.2625772,-85.6780092,49009,42.2929099,-85.6855413,49009,street_address,Slot 24 : 8:00 - 8:59,Friday
6695,12/10/2019,ADA,9-957,3122,495,920 Avondale Drive,525,6065 Gull Rd,$3.00 ,42.3009412,-85.5363652,49048,42.3316978,-85.5107025,49048,premise,Slot 24 : 8:00 - 8:59,Tuesday
7446,10/15/2019,SPC,9-963,3123,495,3285 N 26th St,525,2255 W Centre Ave,$4.00 ,42.3181259,-85.5125798,49048,42.3904795,-85.6185862,49009,street_address,Slot 24 : 8:00 - 8:59,Tuesday
4360,8/10/2019,SPC,9-958,3124,495,1101 N Edwards St,525,108 W Lovell St,$4.00 ,42.301912,-85.5817509,49007,42.2888714,-85.5832356,49007,street_address,Slot 24 : 8:00 - 8:59,Saturday
539,1/10/2019,SPC,9-963,3125,495,3285 N 26th St,525,2255 W Centre Ave,$4.00 ,42.3181259,-85.5125798,49048,42.3904795,-85.6185862,49009,street_address,Slot 24 : 8:00 - 8:59,Thursday
6989,10/14/2019,SPC,9-947,3126,495,7129 Marsh Ridge Trl,525,108 W Lovell St,$4.00 ,42.3638855,-85.3092999,49012,42.2888714,-85.5832356,49007,street_address,Slot 24 : 8:00 - 8:59,Monday
10511,10/21/2019,ADA,9-957,3127,495,1327 Royce Ave,505,108 W Lovell St,$3.00 ,42.2555891,-85.5635254,49001,42.2888714,-85.5832356,49007,street_address,Slot 24 : 8:00 - 8:59,Monday
12971,10/24/2019,SPC,9-951,3128,495,6977 W R Ave,525,543 Mall Dr,$4.00 ,42.1861441,-85.6860822,49087,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Thursday
680,1/10/2019,ADA,9-946,3129,495,1523 N. Burdick St.,540,543 Mall Dr,$3.00 ,42.306943,-85.5839528,49007,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Thursday
12835,10/24/2019,SPC,9-951,3130,495,10713 S 12th St,525,2538 S 26th,$4.00 ,42.161487,-85.6474611,49087,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Thursday
4378,8/10/2019,SPC,9-965,3131,495,10713 S 12th St,525,2538 S 26th,$4.00 ,42.161487,-85.6474611,49087,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Saturday
1749,3/10/2019,SPC,*9-78,3132,495,3510 Tamsin Ave,525,151 S Rose St,$4.00 ,42.2613432,-85.6327877,49008,42.2909839,-85.5842828,49007,premise,Slot 24 : 8:00 - 8:59,Sunday
10519,10/21/2019,ADA,9-961,3133,495,2123 Chaparral St.,555,2538 S 26th,$3.00 ,42.3123309,-85.6419352,49006,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Monday
3930,8/10/2019,SPC,9-947,3134,495,7129 Marsh Ridge Trl,525,2538 S 26th,$4.00 ,42.3638855,-85.3092999,49012,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Saturday
4066,8/10/2019,SPC,9-965,3135,495,6977 W R Ave,525,543 Mall Dr,$4.00 ,42.1861441,-85.6860822,49087,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Saturday
10916,10/21/2019,ADA,*9-79,3136,495,6016 Salem Ln,555,2538 S 26th,$3.00 ,42.2296423,-85.585609,49002,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Monday
15041,10/29/2019,ADA,*9-81,3137,495,925 Parker Ave,525,5990 Venture Park Rd,$3.00 ,42.2538337,-85.5966995,49008,42.2689602,-85.6669494,49009,premise,Slot 24 : 8:00 - 8:59,Tuesday
620,1/10/2019,ADA,*9-78,3138,495,925 Parker Ave,525,5990 Venture Park Rd,$3.00 ,42.2538337,-85.5966995,49008,42.2689602,-85.6669494,49009,premise,Slot 24 : 8:00 - 8:59,Thursday
10329,10/19/2019,SPC,9-954,3139,495,173 Ermine St.,525,4055 S. 29th St.,$4.00 ,42.2868062,-85.5067646,49048,42.2511516,-85.4816368,49048,premise,Slot 24 : 8:00 - 8:59,Saturday
12366,10/23/2019,SPC,9-949,3140,495,10713 S 12th St,525,2538 S 26th,$4.00 ,42.161487,-85.6474611,49087,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Wednesday
10632,10/21/2019,ADA,9-975,3141,495,735 Academy St.,540,110 W Cork St,$3.00 ,42.2903184,-85.5939672,49007,42.2600107,-85.581349,49001,premise,Slot 24 : 8:00 - 8:59,Monday
4641,9/10/2019,ADA,9-958,3142,495,5520 Vintage Ln,525,346 Haymac Dr,$3.00 ,42.298363,-85.6584383,49009,42.331834,-85.5517879,49004,street_address,Slot 24 : 8:00 - 8:59,Tuesday
14676,10/28/2019,ADA,9-957,3143,495,1327 Royce Ave,505,108 W Lovell St,$3.00 ,42.2555891,-85.5635254,49001,42.2888714,-85.5832356,49007,street_address,Slot 24 : 8:00 - 8:59,Monday
1150,2/10/2019,ADA,*9-82,3144,495,5700 Vintage Ln,525,517 E Crosstown Pky,$3.00 ,42.2993692,-85.6591406,49009,42.2842051,-85.5771051,49001,premise,Slot 24 : 8:00 - 8:59,Sunday
664,1/10/2019,SPC,9-948,3145,495,115 N 3rd St,540,2538 S 26th,$4.00 ,42.1221423,-85.5437178,49097,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Thursday
172,1/10/2019,ADA,9-957,3146,495,5665 S Mandrake St,525,1240 Oakland Dr,$3.00 ,42.2349358,-85.6709079,49009,42.2808549,-85.6031249,49008,street_address,Slot 24 : 8:00 - 8:59,Thursday
13136,10/24/2019,ADA,9-970,3147,495,2123 Chaparral St.,555,2538 S 26th,$3.00 ,42.3123309,-85.6419352,49006,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Thursday
6416,11/10/2019,SPC,9-965,3148,495,10713 S 12th St,525,2538 S 26th,$4.00 ,42.161487,-85.6474611,49087,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Sunday
7764,10/15/2019,SPC,*9-80,3149,495,2702 Hill an Brook Dr,555,2538 S 26th,$4.00 ,42.2435891,-85.6215117,49024,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Tuesday
11232,10/22/2019,ADA,*9-82,3150,495,5665 S Mandrake St,525,1240 Oakland Dr,$3.00 ,42.2349358,-85.6709079,49009,42.2808549,-85.6031249,49008,street_address,Slot 24 : 8:00 - 8:59,Tuesday
7092,10/14/2019,SPC,9-964,3151,495,1101 N Edwards St,525,543 Mall Dr,$4.00 ,42.301912,-85.5817509,49007,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Monday
4282,8/10/2019,ADA,*9-76,3152,495,5665 S Mandrake St,525,1240 Oakland Dr,$3.00 ,42.2349358,-85.6709079,49009,42.2808549,-85.6031249,49008,street_address,Slot 24 : 8:00 - 8:59,Saturday
15154,10/29/2019,ADA,*9-76,3153,495,6016 Salem Ln,555,2538 S 26th,$3.00 ,42.2296423,-85.585609,49002,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Tuesday
6885,10/14/2019,ADA,9-951,3154,495,1327 Royce Ave,525,2538 S 26th,$3.00 ,42.2555891,-85.5635254,49001,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Monday
3995,8/10/2019,SPC,9-948,3155,495,115 N 3rd St,540,2538 S 26th,$4.00 ,42.1221423,-85.5437178,49097,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Saturday
4247,8/10/2019,ADA,9-961,3156,495,2123 Chaparral St.,555,2538 S 26th,$3.00 ,42.3123309,-85.6419352,49006,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Saturday
9673,10/18/2019,SPC,9-976,3157,495,3285 N 26th St,525,2255 W Centre Ave,$4.00 ,42.3181259,-85.5125798,49048,42.3904795,-85.6185862,49009,street_address,Slot 24 : 8:00 - 8:59,Friday
4239,8/10/2019,ADA,9-958,3158,495,1523 N. Burdick St.,540,543 Mall Dr,$3.00 ,42.306943,-85.5839528,49007,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Saturday
178,1/10/2019,SPC,9-948,3159,495,115 N. 3rd St,540,2538 S 26th,$4.00 ,42.1221423,-85.5437178,49097,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Thursday
4231,8/10/2019,ADA,9-962,3160,495,925 Parker Ave,525,5990 Venture Park Rd,$3.00 ,42.2538337,-85.5966995,49008,42.2689602,-85.6669494,49009,premise,Slot 24 : 8:00 - 8:59,Saturday
4682,9/10/2019,ADA,*9-77,3161,495,1327 Royce Ave,505,108 W Lovell St,$3.00 ,42.2555891,-85.5635254,49001,42.2888714,-85.5832356,49007,street_address,Slot 24 : 8:00 - 8:59,Tuesday
3886,8/10/2019,SPC,9-963,3162,495,3285 N 26th St,525,2255 W Centre Ave,$4.00 ,42.3181259,-85.5125798,49048,42.3904795,-85.6185862,49009,street_address,Slot 24 : 8:00 - 8:59,Saturday
2602,4/10/2019,SPC,9-976,3163,495,3285 N 26th St,525,2255 W Centre Ave,$4.00 ,42.3181259,-85.5125798,49048,42.3904795,-85.6185862,49009,street_address,Slot 24 : 8:00 - 8:59,Wednesday
660,1/10/2019,ADA,9-961,3164,495,2123 Chaparral St.,555,2538 S 26th,$3.00 ,42.3123309,-85.6419352,49006,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Thursday
12854,10/24/2019,SPC,9-948,3165,495,115 N 3rd St,540,2538 S 26th,$4.00 ,42.1221423,-85.5437178,49097,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Thursday
7131,10/14/2019,ADA,9-975,3166,495,735 Academy St.,540,110 W Cork St,$3.00 ,42.2903184,-85.5939672,49007,42.2600107,-85.581349,49001,premise,Slot 24 : 8:00 - 8:59,Monday
1885,3/10/2019,ADA,*9-76,3167,495,6016 Salem Ln,555,2538 S 26th,$3.00 ,42.2296423,-85.585609,49002,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Sunday
1093,2/10/2019,ADA,9-956,3168,495,2123 Chaparral St.,555,2538 S 26th,$3.00 ,42.3123309,-85.6419352,49006,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Sunday
51,1/10/2019,ADA,*9-76,3169,495,6016 Salem Ln,555,2538 S 26th,$3.00 ,42.2296423,-85.585609,49002,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Thursday
16030,10/30/2019,SPC,9-949,3170,495,6977 W R Ave,525,543 Mall Dr,$4.00 ,42.1861441,-85.6860822,49087,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Wednesday
9813,10/18/2019,ADA,9-953,3171,495,2123 Chaparral St.,555,2538 S 26th,$3.00 ,42.3123309,-85.6419352,49006,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Friday
10418,10/20/2019,SPF,9-951,3172,495,9350 E O Ave,525,6065 Gull Rd,$12.00 ,42.233666,-85.444987,49048,42.3316978,-85.5107025,49048,premise,Slot 24 : 8:00 - 8:59,Sunday
11145,10/22/2019,SPC,9-947,3173,495,7129 Marsh Ridge Trl,525,2538 S 26th,$4.00 ,42.3638855,-85.3092999,49012,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Tuesday
15750,10/30/2019,ADA,*9-77,3174,495,1327 Royce Ave,525,2538 S 26th,$3.00 ,42.2555891,-85.5635254,49001,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Wednesday
10286,10/19/2019,ADA,9-956,3175,495,600 Darby Ln,525,732 E Centre Ave,$3.00 ,42.2976289,-85.6453204,49006,42.2005359,-85.5811079,49002,premise,Slot 24 : 8:00 - 8:59,Saturday
495,1/10/2019,SPC,9-947,3176,495,7129 Marsh Ridge Trl,525,2538 S 26th,$4.00 ,42.3638855,-85.3092999,49012,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Thursday
2945,6/10/2019,ADA,9-956,3177,495,1204 Banbury Rd,525,2015 W Crosstown Pkwy,$3.00 ,42.2513353,-85.5636076,49001,42.2709567,-85.5921189,49008,premise,Slot 24 : 8:00 - 8:59,Monday
12412,10/23/2019,ADA,*9-77,3178,495,1327 Royce Ave,505,108 W Lovell St,$3.00 ,42.2555891,-85.5635254,49001,42.2888714,-85.5832356,49007,street_address,Slot 24 : 8:00 - 8:59,Wednesday
3869,8/10/2019,SPC,*9-78,3179,495,710 Collins St,525,2294 9th St S,$4.00 ,42.2783805,-85.5713005,49001,42.241206,-85.6790316,49009,storage,Slot 24 : 8:00 - 8:59,Saturday
10614,10/21/2019,SPC,9-947,3180,495,7129 Marsh Ridge Trl,525,108 W Lovell St,$4.00 ,42.3638855,-85.3092999,49012,42.2888714,-85.5832356,49007,street_address,Slot 24 : 8:00 - 8:59,Monday
12409,10/23/2019,ADA,*9-78,3181,495,925 Parker Ave,525,5990 Venture Park Rd,$3.00 ,42.2538337,-85.5966995,49008,42.2689602,-85.6669494,49009,premise,Slot 24 : 8:00 - 8:59,Wednesday
10277,10/19/2019,SPC,9-950,3182,495,770 Barrington Woods Dr,525,121 S. Main St.,$4.00 ,42.2079663,-85.5807642,49024,42.1190871,-85.5320331,49097,premise,Slot 24 : 8:00 - 8:59,Saturday
4506,9/10/2019,ADA,*9-77,3183,495,1327 Royce Ave,525,2538 S 26th,$3.00 ,42.2555891,-85.5635254,49001,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Tuesday
7691,10/15/2019,SPC,9-947,3184,495,7129 Marsh Ridge Trl,525,2538 S 26th,$4.00 ,42.3638855,-85.3092999,49012,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Tuesday
11203,10/22/2019,ADA,9-967,3185,495,925 Parker Ave,525,5990 Venture Park Rd,$3.00 ,42.2538337,-85.5966995,49008,42.2689602,-85.6669494,49009,premise,Slot 24 : 8:00 - 8:59,Tuesday
16504,10/31/2019,ADA,9-956,3186,495,1327 Royce Ave,525,2538 S 26th,$3.00 ,42.2555891,-85.5635254,49001,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Thursday
4605,9/10/2019,SPC,9-963,3187,495,3285 N 26th St,525,2255 W Centre Ave,$4.00 ,42.3181259,-85.5125798,49048,42.3904795,-85.6185862,49009,street_address,Slot 24 : 8:00 - 8:59,Tuesday
2782,4/10/2019,SPC,9-948,3188,495,115 N 3rd St,540,108 W Lovell St,$4.00 ,42.1221423,-85.5437178,49097,42.2888714,-85.5832356,49007,street_address,Slot 24 : 8:00 - 8:59,Wednesday
1034,2/10/2019,SPC,9-947,3189,495,7129 Marsh Ridge Trl,525,108 W Lovell St,$4.00 ,42.3638855,-85.3092999,49012,42.2888714,-85.5832356,49007,street_address,Slot 24 : 8:00 - 8:59,Sunday
4613,9/10/2019,ADA,9-975,3190,495,735 Academy St.,540,110 W Cork St,$3.00 ,42.2903184,-85.5939672,49007,42.2600107,-85.581349,49001,premise,Slot 24 : 8:00 - 8:59,Tuesday
12879,10/24/2019,ADA,9-957,3191,495,925 Parker Ave,525,5990 Venture Park Rd,$3.00 ,42.2538337,-85.5966995,49008,42.2689602,-85.6669494,49009,premise,Slot 24 : 8:00 - 8:59,Thursday
7076,10/14/2019,SPC,9-974,3192,495,4079 N 8th St,525,1240 Oakland Dr,$4.00 ,42.32587,-85.6883721,49009,42.2808549,-85.6031249,49008,street_address,Slot 24 : 8:00 - 8:59,Monday
16503,10/31/2019,SPC,9-963,3193,495,3285 N 26th St,521,2255 W Centre Ave,$4.00 ,42.3181259,-85.5125798,49048,42.3904795,-85.6185862,49009,street_address,Slot 24 : 8:00 - 8:59,Thursday
16179,10/31/2019,ADA,9-960,3194,495,925 Parker Ave,525,5990 Venture Park Rd,$3.00 ,42.2538337,-85.5966995,49008,42.2689602,-85.6669494,49009,premise,Slot 24 : 8:00 - 8:59,Thursday
9757,10/18/2019,SPC,9-959,3195,495,10156 Pheasant Run,525,459 N Burdick St,$4.00 ,42.1715728,-85.5895931,49002,42.295004,-85.5839211,49007,premise,Slot 24 : 8:00 - 8:59,Friday
9844,10/18/2019,SPC,9-968,3196,495,4079 N 8th St,525,1240 Oakland Dr,$4.00 ,42.32587,-85.6883721,49009,42.2808549,-85.6031249,49008,street_address,Slot 24 : 8:00 - 8:59,Friday
10833,10/21/2019,ADA,*9-82,3197,500,1046 River St,540,3530 Mt Olivet rd.,$3.00 ,42.2790484,-85.5181731,49048,42.3260848,-85.5452968,49004,street_address,Slot 24 : 8:00 - 8:59,Monday
10416,10/20/2019,SPC,9-957,3198,500,2908 Olney,530,247 W. Lovell St.,$4.00 ,42.2984929,-85.6254395,49006,42.2882856,-85.5860511,49007,premise,Slot 24 : 8:00 - 8:59,Sunday
11705,10/22/2019,SPC,9-953,3199,500,10805 S Westnedge Ave,530,6767 W O Ave,$4.00 ,42.1601096,-85.5886028,49002,42.2272007,-85.6807872,49009,subpremise,Slot 24 : 8:00 - 8:59,Tuesday
930,2/10/2019,SPC,9-947,3200,500,8167 North 48th St.,540,108 W Lovell St,$4.00 ,42.3788132,-85.3019052,49012,42.2888714,-85.5832356,49007,street_address,Slot 24 : 8:00 - 8:59,Sunday
13741,10/25/2019,ADA,9-964,3201,500,722 N Rose St,540,543 Mall Dr,$3.00 ,42.2986245,-85.5846646,49007,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Friday
8872,10/17/2019,ADA,9-972,3202,500,207 Allen Blvd,540,110 W Cork St,$3.00 ,42.29262,-85.592362,49007,42.2600107,-85.581349,49001,premise,Slot 24 : 8:00 - 8:59,Thursday
14813,10/29/2019,SPC,9-957,3203,500,10805 S Westnedge Ave,530,6767 W O Ave,$4.00 ,42.1601096,-85.5886028,49002,42.2272007,-85.6807872,49009,subpremise,Slot 24 : 8:00 - 8:59,Tuesday
11692,10/22/2019,ADA,9-975,3204,500,207 Allen Blvd,540,110 W Cork St,$3.00 ,42.29262,-85.592362,49007,42.2600107,-85.581349,49001,premise,Slot 24 : 8:00 - 8:59,Tuesday
5377,10/10/2019,ADA,9-974,3205,500,6072 Litchfield Ln,540,2538 S 26th,$3.00 ,42.3049108,-85.6690723,49009,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Thursday
16620,10/31/2019,ADA,9-964,3206,500,722 N Rose St,540,543 Mall Dr,$3.00 ,42.2986245,-85.5846646,49007,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Thursday
16073,10/30/2019,ADA,*9-77,3207,500,3527 Portage St,525,2538 S 26th,$3.00 ,42.2565491,-85.5632907,49001,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Wednesday
10839,10/21/2019,ADA,*9-80,3208,500,5313 Rugby St.,540,110 W Cork St,$3.00 ,42.240233,-85.6316982,49024,42.2600107,-85.581349,49001,premise,Slot 24 : 8:00 - 8:59,Monday
9658,10/18/2019,SPC,9-947,3209,500,8167 North 48th St.,540,108 W Lovell St,$4.00 ,42.3788132,-85.3019052,49012,42.2888714,-85.5832356,49007,street_address,Slot 24 : 8:00 - 8:59,Friday
10469,10/21/2019,SPC,9-976,3210,500,10805 S Westnedge Ave,530,6767 W O Ave,$4.00 ,42.1601096,-85.5886028,49002,42.2272007,-85.6807872,49009,subpremise,Slot 24 : 8:00 - 8:59,Monday
5529,10/10/2019,ADA,9-950,3211,500,5249 Lucerne Ave,555,108 W Lovell St,$3.00 ,42.3017836,-85.5268235,49048,42.2888714,-85.5832356,49007,street_address,Slot 24 : 8:00 - 8:59,Thursday
1574,3/10/2019,ADA,*9-76,3212,500,6217 Avon St.,540,110 W Cork St,$3.00 ,42.2266913,-85.6032145,49024,42.2600107,-85.581349,49001,premise,Slot 24 : 8:00 - 8:59,Sunday
14500,10/28/2019,ADA,9-946,3213,500,1046 River St,540,3530 Mt Olivet rd.,$3.00 ,42.2790484,-85.5181731,49048,42.3260848,-85.5452968,49004,street_address,Slot 24 : 8:00 - 8:59,Monday
10713,10/21/2019,ADA,*9-79,3214,500,6217 Avon St.,540,110 W Cork St,$3.00 ,42.2266913,-85.6032145,49024,42.2600107,-85.581349,49001,premise,Slot 24 : 8:00 - 8:59,Monday
3405,7/10/2019,SPC,9-963,3215,500,1155 N 26th St,530,543 Mall Dr,$4.00 ,42.2969892,-85.5146924,49048,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Wednesday
4018,8/10/2019,ADA,*9-79,3216,500,6217 Avon St.,540,110 W Cork St,$3.00 ,42.2266913,-85.6032145,49024,42.2600107,-85.581349,49001,premise,Slot 24 : 8:00 - 8:59,Saturday
2255,4/10/2019,SPC,9-965,3217,500,7519 South 10th St,540,2538 S 26th,$4.00 ,42.2078816,-85.6668855,49009,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Wednesday
11808,10/23/2019,SPC,9-947,3218,500,8167 North 48th St.,540,108 W Lovell St,$4.00 ,42.3788132,-85.3019052,49012,42.2888714,-85.5832356,49007,street_address,Slot 24 : 8:00 - 8:59,Wednesday
14507,10/28/2019,SPC,9-963,3219,500,1155 N 26th St,530,543 Mall Dr,$4.00 ,42.2969892,-85.5146924,49048,42.2243439,-85.5948914,49024,premise,Slot 24 : 8:00 - 8:59,Monday
4037,8/10/2019,SPC,9-955,3220,500,8710 40th St S,540,2538 S 26th,$4.00 ,42.1908,-85.376368,49088,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Saturday
878,2/10/2019,ADA,*9-77,3221,500,3527 Portage St,525,2538 S 26th,$3.00 ,42.2565491,-85.5632907,49001,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Sunday
4005,8/10/2019,ADA,9-976,3222,500,1046 River St,540,3530 Mt Olivet rd.,$3.00 ,42.2790484,-85.5181731,49048,42.3260848,-85.5452968,49004,street_address,Slot 24 : 8:00 - 8:59,Saturday
5582,10/10/2019,ADA,9-942,3223,500,5313 Rugby St,525,108 W Lovell St,$3.00 ,42.240233,-85.6316982,49024,42.2888714,-85.5832356,49007,street_address,Slot 24 : 8:00 - 8:59,Thursday
8633,10/16/2019,ADA,9-967,3224,500,1046 River St,540,3530 Mt Olivet rd.,$3.00 ,42.2790484,-85.5181731,49048,42.3260848,-85.5452968,49004,street_address,Slot 24 : 8:00 - 8:59,Wednesday
14523,10/28/2019,SPC,9-949,3225,500,7519 South 10th St,540,2538 S 26th,$4.00 ,42.2078816,-85.6668855,49009,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Monday
10687,10/21/2019,SPC,*9-81,3226,500,3312 Fair Oaks,555,2538 S 26th,$4.00 ,42.2706341,-85.629957,49008,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Monday
10682,10/21/2019,SPC,9-955,3227,500,8710 40th St S,540,2538 S 26th,$4.00 ,42.1908,-85.376368,49088,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Monday
5595,10/10/2019,SPE,9-955,3228,500,604 N 35th St,540,1919 Forest Dr,$0.00 ,42.2949896,-85.4284091,49053,42.1886202,-85.5661542,49002,street_address,Slot 24 : 8:00 - 8:59,Thursday
15493,10/30/2019,SPE,9-955,3229,500,604 N 35th St,540,1919 Forest Dr,$0.00 ,42.2949896,-85.4284091,49053,42.1886202,-85.5661542,49002,street_address,Slot 24 : 8:00 - 8:59,Wednesday
16139,10/31/2019,SPC,9-953,3230,500,10805 S Westnedge Ave,530,6767 W O Ave,$4.00 ,42.1601096,-85.5886028,49002,42.2272007,-85.6807872,49009,subpremise,Slot 24 : 8:00 - 8:59,Thursday
15496,10/30/2019,SPC,9-949,3231,500,7519 South 10th St,540,2538 S 26th,$4.00 ,42.2078816,-85.6668855,49009,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Wednesday
3413,7/10/2019,ADA,*9-81,3232,500,5313 Rugby St,525,108 W Lovell St,$3.00 ,42.240233,-85.6316982,49024,42.2888714,-85.5832356,49007,street_address,Slot 24 : 8:00 - 8:59,Wednesday
11772,10/22/2019,ADA,9-946,3233,500,1046 River St,540,3530 Mt Olivet rd.,$3.00 ,42.2790484,-85.5181731,49048,42.3260848,-85.5452968,49004,street_address,Slot 24 : 8:00 - 8:59,Tuesday
13656,10/25/2019,ADA,*9-80,3234,500,5313 Rugby St.,540,110 W Cork St,$3.00 ,42.240233,-85.6316982,49024,42.2600107,-85.581349,49001,premise,Slot 24 : 8:00 - 8:59,Friday
8862,10/16/2019,SPE,9-952,3235,500,604 N 35th St,540,1919 Forest Dr,$0.00 ,42.2949896,-85.4284091,49053,42.1886202,-85.5661542,49002,street_address,Slot 24 : 8:00 - 8:59,Wednesday
4172,8/10/2019,ADA,9-950,3236,500,5249 Lucerne Ave,555,108 W Lovell St,$3.00 ,42.3017836,-85.5268235,49048,42.2888714,-85.5832356,49007,street_address,Slot 24 : 8:00 - 8:59,Saturday
1625,3/10/2019,SPC,9-955,3237,500,3102 Alamo Ave,530,6840 W Main St,$4.00 ,42.307421,-85.6278837,49006,42.2963629,-85.6843774,49009,premise,Slot 24 : 8:00 - 8:59,Sunday
8833,10/16/2019,ADA,*9-80,3238,500,5313 Rugby St.,540,110 W Cork St,$3.00 ,42.240233,-85.6316982,49024,42.2600107,-85.581349,49001,premise,Slot 24 : 8:00 - 8:59,Wednesday
16796,10/31/2019,ADA,9-974,3239,500,6072 Litchfield Ln,540,2538 S 26th,$3.00 ,42.3049108,-85.6690723,49009,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Thursday
33,1/10/2019,ADA,*9-80,3240,500,5313 Rugby St.,540,110 W Cork St,$3.00 ,42.240233,-85.6316982,49024,42.2600107,-85.581349,49001,premise,Slot 24 : 8:00 - 8:59,Thursday
8814,10/16/2019,ADA,*9-80,3241,500,5313 Rugby St,525,108 W Lovell St,$3.00 ,42.240233,-85.6316982,49024,42.2888714,-85.5832356,49007,street_address,Slot 24 : 8:00 - 8:59,Wednesday
10777,10/21/2019,ADA,9-957,3242,500,3527 Portage St,525,2538 S 26th,$3.00 ,42.2565491,-85.5632907,49001,42.2649931,-85.5125396,49048,premise,Slot 24 : 8:00 - 8:59,Monday
5438,10/10/2019,SPC,*9-77,3243,500,218 Garfield Ave,520,517 E Crosstown Pky,$4.00 ,42.2557053,-85.5850976,49001,42.2842051,-85.5771051,49001,premise,Slot 24 : 8:00 - 8:59,Thursday
1237,2/10/2019,ADA,*9-76,3244,500,5313 Rugby St,525,2255 W Centre Ave,$3.00 ,42.240233,-85.6316982,49024,42.3904795,-85.6185862,49009,street_address,Slot 24 : 8:00 - 8:59,Sunday
