Bus 0: 
(42.2442903, -85.5829767)
(42.2243439, -85.5948914)
(42.2243439, -85.5948914)
(42.2243439, -85.5948914)
(42.2439946, -85.5861347)
(42.2398767, -85.5661712)
(42.2565491, -85.5632907)
(42.2869198, -85.5810074)
(42.2831943, -85.58155)
(42.2679269, -85.5937349)
(42.2600107, -85.581349)
(42.2600107, -85.581349)
(42.2600107, -85.581349)
(42.2600107, -85.581349)
(42.2593504, -85.5861716)
(42.2439946, -85.5861347)
(42.2442903, -85.5829767)
(42.2338884, -85.5380947)
(42.2918486, -85.4086842)
(42.3416573, -85.2935956)
(42.3416573, -85.2935956)
(42.2077529, -85.6087517)
(42.2550967, -85.5715417)
Time Saved: 563
Average Pick Up Delay: 5.866666666666666
Average Drop Off Delay: 7.866666666666666
----------------------------------------------
Bus 12: 
(42.2964597, -85.6320449)
(42.2727865, -85.5967396)
(42.2529993, -85.6824559)
(42.2523655, -85.6836554)
(42.2258957, -85.6006096)
(42.2541572, -85.592935)
(42.2808549, -85.6031249)
(42.2808549, -85.6031249)
(42.2808549, -85.6031249)
(42.2808549, -85.6031249)
(42.1861441, -85.6860822)
(42.1923809, -85.6579768)
(42.1999676, -85.6591005)
(42.2243439, -85.5948914)
(42.2714132, -85.6454139)
(42.2665697, -85.5710822)
(42.3014913, -85.4721002)
(42.2980531, -85.650948)
Time Saved: 208
Average Pick Up Delay: 3.5555555555555554
Average Drop Off Delay: 10.555555555555555
----------------------------------------------
Bus 13: 
(42.3747781, -85.4683159)
(42.3726013, -85.4390081)
(42.3692365, -85.4629994)
(42.3573299, -85.4743165)
(42.3766988, -85.554254)
(42.2845248, -85.6102235)
(42.2665697, -85.5710822)
(42.2649931, -85.5125396)
(42.4084677, -85.4724946)
(42.323258, -85.5151954)
(42.4187864, -85.5125798)
(42.3974433, -85.5334845)
(42.3526231, -85.5619735)
(42.2227497, -85.6014805)
(42.2284302, -85.6001423)
(42.2550967, -85.5715417)
(42.2747214, -85.5373227)
(42.3169256, -85.5587574)
(42.3416573, -85.2935956)
(42.3416573, -85.2935956)
(42.326086, -85.517811)
(42.2550914, -85.5208287)
(42.2520818, -85.5314096)
(42.2555891, -85.5635254)
(42.311031, -85.5512648)
(42.3185178, -85.5500755)
(42.3526231, -85.5619735)
(42.3974433, -85.5334845)
(42.3726013, -85.4390081)
(42.3747781, -85.4683159)
(42.2600107, -85.581349)
(42.3890205, -85.3850916)
(42.3638855, -85.3092999)
(42.2712866, -85.5732099)
Time Saved: 435
Average Pick Up Delay: 2.588235294117647
Average Drop Off Delay: 7.117647058823529
----------------------------------------------
Bus 14: 
(42.2829969, -85.5859105)
(42.2764887, -85.6022612)
(42.1729487, -85.5844838)
(42.2868088, -85.5796208)
(42.2593504, -85.5861716)
(42.255031, -85.5678434)
(42.255031, -85.5678434)
(42.2888714, -85.5832356)
(42.3013833, -85.6236324)
(42.2557053, -85.5850976)
(42.2842051, -85.5771051)
(42.2888714, -85.5832356)
(42.2848736, -85.5903187)
(42.2888714, -85.5832356)
(42.3221566, -85.5649489)
(42.3166742, -85.5896075)
(42.378206, -85.4478323)
(42.4071856, -85.560493)
(42.2888714, -85.5832356)
(42.2808549, -85.6031249)
(42.3216914, -85.5693107)
(42.2821178, -85.5800144)
(42.2350396, -85.6130496)
(42.2426808, -85.6283709)
(42.2922748, -85.5838809)
(42.3920054, -85.6362209)
(42.3317243, -85.5651499)
(42.3270947, -85.5447233)
(42.2842051, -85.5771051)
(42.2922163, -85.5974128)
(42.290658, -85.601255)
(42.2963629, -85.6843774)
(42.307421, -85.6278837)
(42.2871336, -85.5802602)
(42.2772195, -85.5905719)
(42.275234, -85.5905422)
(42.2325629, -85.6041807)
(42.2284125, -85.6162829)
(42.2243439, -85.5948914)
(42.2243439, -85.5948914)
(42.2243439, -85.5948914)
(42.2250736, -85.6429892)
(42.2842051, -85.5771051)
(42.2888714, -85.5832356)
(42.3029749, -85.5846046)
(42.2939641, -85.5988691)
(42.2939641, -85.5988691)
(42.2842725, -85.6308404)
(42.2975088, -85.6419512)
(42.3429829, -85.7440313)
(42.3457165, -85.7282224)
(42.2915788, -85.6502307)
